HSNCode,Description,Length
03031200,"OTHER PACIFIC SALMON (ONCORHYNCHUS GORBUSCHA,ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA,ONCORHYNCHUS KISUTCH,ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS)",8
030313,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO),6
03031300,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON(HUCHO HUCHO),8
030314,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCOR-HYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA,ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)",6
03031400,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCOR-HYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA,ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)",8
030319,OTHER,6
03031900,OTHER,8
03032100,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER SALMONIDAE, EXCLUDING LIVERS AND ROES     TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI,ONCORHYNCHUS AGUABONITA,ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE ANDONCORHYNCHUS CHRYSOGASTER)",8
03032200,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER SALMONIDAE, EXCLUDING LIVERS AND ROES     ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)",8
030323,TILAPIAS (OREOCHROMIS SPP.),6
03032300,TILAPIAS (OREOCHROMIS SPP.),8
030324,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)",6
03032400,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)",8
030325,"CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS HOEVENI, MEGALOBRAMA SPP.)",6
03032500,"CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS,CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI,LEPTOBARBUS HOEVENI, MEGALOBRAMA SPP.)",8
030326,EELS (ANGUILLA SPP.),6
03032600,EELS (ANGUILLA SPP.),8
030329,OTHER,6
03032900,OTHER,8
030331,"HALIBUT (RHEINHARDTIUS HIPPOGLOSSOIDES, HIPPOG-LOSSUS HIPPOGLOSSUS,HIPPOGLOSSUS STENOLEPIS)",6
03033100,"HALIBUT (RHEINHARDTIUS HIPPOGLOSSOIDES, HIPPOG-LOSSUS HIPPOGLOSSUS,HIPPOGLOSSUS STENOLEPIS)",8
030332,PLAICE (PLEURONECTES PLATESSA),6
03033200,PLAICE (PLEURONECTES PLATESSA),8
030333,SOLE (SOLEA SPP.),6
03033300,SOLE (SOLEA SPP.),8
030334,TURBOTS (PSETTA MAXIMA),6
03033400,Turbots (Psetta maxima),8
030339,OTHER,6
03033900,OTHER,8
030341,ALBACORE OR LONG FINNED TUNAS (THUNNUS ALALUNGA),6
03034100,ALBACORE OR LONG FINNED TUNAS (THUNNUS ALALUNGA),8
030342,YELLOWFIN TUNAS (THUNNUS ALBACARES),6
03034200,YELLOWFIN TUNAS (THUNNUS ALBACARES),8
030343,SKIPJACK TUNA (STRIPE-BELLIED BONITO (KATSUWONUSPELAMIS),6
03034300,SKIPJACK TUNA (STRIPE-BELLIED BONITO (KATSUWONUSPELAMIS),8
030344,BIGEYE TUNAS (THUNNUS OBESUS),6
03034400,BIGEYE TUNAS (THUNNUS OBESUS),8
030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS,THUNNUS ORIENTALIS)",6
03034500,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)",8
030346,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),6
03034600,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII),8
030349,OTHER,6
03034900,OTHER,8
03035000,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), EXCLUDING LIVERS AND ROES",8
030351,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)",6
03035100,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)",8
03035200,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 -HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII) AND COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS) EXCLUDING LIVERS AND ROES: -- COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)",8
030353,"SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS)",6
03035300,"SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS)",8
030354,"MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)",6
03035400,"MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)",8
030355,JACK AND HORSE MACKEREL (TRACHURUS SPP.),6
03035500,JACK AND HORSE MACKEREL (TRACHURUS SPP.),8
030356,COBIA (RACHYCENTRON CANADUM),6
03035600,COBIA (RACHYCENTRON CANADUM),8
030357,SWORD FISH (XIPHIAS GLADIUS),6
03035700,SWORDFISH (XIPHIAS GLADIUS),8
030359,OTHERS:,6
03035910,INDIAN MACKERELS (RASTRELLIGER SPP.),8
03035990,other,8
03036000,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS), EXCLUDING LIVERS AND ROES",8
03036100,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 - SWORDFISH(XIPHIA GLADIUS) AND TOOTHFISH (DISSOSTICHUS SPP.) EXCLUDING LIVERS AND ROES: -- SWORDFISH(XIPHIA GLADIUS)",8
03036200,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 - SWORDFISH(XIPHIA GLADIUS) AND TOOTHFISH (DISSOSTICHUS SPP.) EXCLUDING LIVERS AND ROES: -- TOOTHFISH (DISSOSTICHUS SPP.)",8
030363,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)",6
03036300,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)",8
030364,HADDOCK (MELANOGRAMMUS AEGLEFINUS),6
03036400,HADDOCK (MELANOGRAMMUS AEGLEFINUS),8
030365,COAL FISH (POLLACHIUS VIRENS),6
03036500,COAL FISH (POLLACHIUS VIRENS),8
030366,"HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",6
03036600,"HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",8
030367,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),6
03036700,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),8
030368,"BLUE WHITINGS (MICROMESISTIUS POUTASSOU, MICROMESISTIUSAUSTRALIS)",6
03036800,"BLUE WHITINGS (MICROMESISTIUS POUTASSOU,MICROMESISTIUSAUSTRALIS)",8
030369,OTHER,6
03036900,other,8
03037100,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS(SPRATTUS SPRATTUS)",8
03037200,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HADDOCK (MELANOGRAMMUS AEGLEFINUS)",8
03037300,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : COALFISH (POLLACHIUS VIRENS)",8
03037400,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)",8
03037500,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : DOGFISH AND OTHER SHARKS",8
03037600,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : EELS (ANGUILLA SPP.)",8
03037700,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : SEA BASS (DICENTRARCHUS LABRAX, DICENTRARCHUS PUNCTATUS)",8
03037800,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER FISH, EXCLUDING LIVERS AND ROES : HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",8
03037910,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : HILSA",8
03037920,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : DARA",8
03037930,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : RIBBON FISH",8
03037940,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : SEER",8
03037950,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : POMFRET (WHITE OR SILVER OR BLACK)",8
03037960,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : GHOLE",8
03037970,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : THREADFIN",8
03037980,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : CROACKER, GROUPER, HOUNDER",8
03037991,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE FISHMAWS OF WILD LIFE",8
03037992,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : EDIBLE SHARK FINS OF WILD LIFE",8
03037999,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304 OTHER : OTHER",8
03038010,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  EGG OR EGG YOLK OF FISH INCLUDING SHRIMPS",8
03038090,"FISH, FROZEN, EXCLUDING FISH FILLETS ANDOTHER FISH MEAT OF HEADING 0304LIVERS AND ROES  OTHER",8
030381,DOGFISH AND OTHER SHARKS:,6
03038110,DOGFISH,8
03038190,OTHER SHARKS,8
030382,RAYS AND SKATES (RAJIDAE),6
03038200,RAYS AND SKATES (RAJIDAE),8
030383,TOOTH FISH (DISSOSTICHUS SPP.),6
03038300,TOOTHFISH (DISSOSTICHUS SPP.),8
030384,SEABASS (DICENTRARCHUS SPP.),6
03038400,SEA BASS (DICENTRARCHUS SPP.),8
030389,OTHER:,6
03038910,HILSA (TENUALOSA ILISHA),8
03038920,DARA,8
03038930,RIBBON FISH,8
03038940,SEER,8
03038950,POMFRET (WHITE OR SILVER OR BLACK),8
03038960,GHOL,8
03038970,THREADFIN,8
03038980,"CROAKERS, GROUPERS AND FLOUNDERS",8
03038990,Other,8
03038991,EDIBLE FISHMAWS OF WILD LIFE,8
03038992,EDIBLE SHARK FINS OF WILD LIFE,8
03038999,OTHER,8
03039010,EGG OR EGG YOLK OF FISH,8
03039090,OTHER,8
030391,"LIVERS, ROES AND MILT:",6
03039110,Egg or Egg yolk of fish,8
03039190,Other,8
030392,SHARK FINS:,6
03039200,SHARK FINS,8
03039210,Shark fins,8
030399,OTHER:,6
03039910,"FISH FINS OTHER THAN SHARK FINS, HEADS, TAILS AND MAWS",8
03039990,Other edible fish offal,8
0304,"FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN",4
03041000,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FRESH OR CHILLED",8
03041100,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN -FRESH OR CHILLED: -- SWORDFISH (XIPHIA GLADIUS)",8
03041200,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FRESH OR CHILLED: -- TOOTHFISH (DISSOSTICHUS SPP.)",8
03041900,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN - FRESH OR CHILLED: -- OTHER",8
03042010,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  HILSA",8
03042020,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  SHARK",8
03042030,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  SEER",8
03042040,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  TUNA",8
03042050,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  CUTTLEFISH",8
03042090,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN FROZEN FILLETS  OTHER",8
03042100,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FROZEN FILLETS: SWORDFISH (XIPHIAS GLADIUS)",8
03042200,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FROZEN FILLETS: TOOTHFISH (DISSOSTICHUS SPP.)",8
03042910,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FROZEN FILLETS:-- OTHER: --- HILSA",8
03042920,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FROZEN FILLETS: --OTHER: ---  SHARK",8
03042930,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FROZEN FILLETS: --OTHER:--- SEER",8
03042940,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FROZEN FILLETS: --OTHER --- TUNA",8
03042950,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN - FROZEN FILLETS: --OTHER: --- CUTTLEFISH",8
03042990,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN- FROZEN FILLETS: --OTHER: --- OTHER",8
030431,TILAPIAS (OREOCHROMIS SPP.),6
03043100,TILAPIAS (OREOCHROMIS SPP.),8
030432,"CATFISH (PANGASIUS SPP., SILURUS SPP.,CLARIAS SPP.,ICTALURUS SPP.)",6
03043200,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)",8
030433,NILE PERCH (LATES NILOTICUS),6
03043300,NILE PERCH (LATES NILOTICUS),8
030439,OTHER,6
03043900,OTHER,8
030441,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHY-NCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCOR-HYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH,ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS), ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)",6
03044100,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHY-NCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCOR-HYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS), ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)",8
030442,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE ANDONCORHYNCHUS CHRYSOGASTER)",6
03044200,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE ANDONCORHYNCHUS CHRYSOGASTER)",8
030443,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE)",6
03044300,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE)",8
030444,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE,MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE",6
03044400,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE,MELANONIDAE, MERLUCCIIDAE, MORIDAE ANDMURAENOLEPIDIDAE",8
030445,SWORDFISH (XIPHIAS GLADIUS),6
03044500,SWORDFISH (XIPHIAS GLADIUS),8
030446,TOOTH FISH (DISSOSTICHUS SPP.),6
03044600,TOOTHFISH (DISSOSTICHUS SPP.),8
030447,DOGFISH AND OTHER SHARKS,6
03044700,Dogfish and other sharks,8
030448,RAYS AND SKATES (RAJIDAE),6
03044800,Rays and skates (Rajidae),8
030449,OTHER:,6
03044910,HILSA (TENUALOSA ILISHA),8
03044920,SHARK,8
03044930,SEER,8
03044940,TUNA,8
03044990,OTHER,8
030451,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIU SPP.,SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPH ARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP.,CIRRHINUS SPP., MYLOPHARYNGODON PICEUS,CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTO-BARBUS HOEVENI, MEGALOBRAMA SPP.), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)",6
03045100,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIU SPP.,SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPH-ARYNGODON IDELLUS, HYPOPHTHALMICHTHYSSPP.,CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTO-BARBUS HOEVENI, MEGALOBRAMA SPP.), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)",8
030452,SALMONIDAE,6
03045200,SALMONIDAE,8
030453,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE",6
03045300,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE",8
030454,SWORD FISH (XIPHIAS GLADIUS),6
03045400,SWORDFISH (XIPHIAS GLADIUS),8
030455,TOOTH FISH (DISSOSTICHUS SPP.),6
03045500,TOOTHFISH (DISSOSTICHUS SPP.),8
030456,DOGFISH AND OTHER SHARKS,6
03045600,Dogfish and other sharks,8
030457,RAYS AND SKATES (RAJIDAE),6
03045700,Rays and skates (Rajidae),8
030459,OTHER:,6
03045910,HILSA (TENUALOSA ILISHA),8
03045920,SHARK,8
03045930,SEER,8
03045940,TUNA,8
03045990,OTHER,8
030461,TILAPIAS (OREOCHROMIS SPP.),6
03046100,TILAPIAS (OREOCHROMIS SPP.),8
030462,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)",6
03046200,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)",8
030463,NILE PERCH (LATES NILOTICUS),6
03046300,NILE PERCH (LATES NILOTICUS),8
030469,OTHER,6
03046900,OTHER,8
030471,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)",6
03047100,"COD (GADUS MORHUA, GADUS OGAC, GADUSMACROCEPHALUS)",8
030472,HADDOCK (MELANOGRAMMUS AEGLEFINUS),6
03047200,HADDOCK (MELANOGRAMMUS AEGLEFINUS),8
030473,COAL FISH (POLLACHIUS VIRENS),6
03047300,COALFISH (POLLACHIUS VIRENS),8
030474,"HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",6
03047400,"HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)",8
030475,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),6
03047500,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),8
030479,OTHER,6
03047900,OTHER,8
030481,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCOR-HYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH,ONCORHYNCHUS MASOU AND ONCORHYNCHUSRHODURUS), ATLANTIC SALMON (SALMO SALAR) ANDDANUBE SALMON (HUCHO HUCHO)",6
03048100,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCOR-HYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCOR-HYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH,ONCORHYNCHUS MASOU AND ONCORHYNCHUSRHODURUS), ATLANTIC SALMON (SALMO SALAR) ANDDANUBE SALMON (HUCHO HUCHO)",8
030482,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCOR-HYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA,ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE ANDONCORHYNCHUS CHRYSOGASTER)",6
03048200,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCOR-HYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA,ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE ANDONCORHYNCHUS CHRYSOGASTER)",8
030483,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOG-LOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE)",6
03048300,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOG-LOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE)",8
030484,SWORD FISH (XIPHIAS GLADIUS),6
03048400,SWORDFISH (XIPHIAS GLADIUS),8
030485,TOOTH FISH (DISSOSTICHUS SPP.),6
03048500,TOOTHFISH (DISSOSTICHUS SPP.),8
030486,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)",6
03048600,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)",8
030487,"TUNAS (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS)",6
03048700,"TUNAS (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS)",8
030488,"DOGFISH, OTHER SHARKS RAYS AND SKATES (RAJIDAE):",6
03048810,Dogfish,8
03048820,Other Sharks,8
03048830,Rays and skates (Rajidae),8
030489,OTHER:,6
03048910,HILSA (TENUALOSA ILISHA),8
03048920,SHARK,8
03048930,SEER,8
03048940,Tuna,8
03048990,OTHER,8
03049000,"FISH FILLETS AND OTHER FISH MEAT(WHETHER OR NOT MINCED), FRESH,CHILLED OR FROZEN-OTHER",8
030491,SWORD FISH (XIPHIAS GLADIUS),6
03049100,SWORDFISH (XIPHIAS GLADIUS),8
030492,TOOTH FISH (DISSOSTICHUS SPP.),6
03049200,TOOTHFISH (DISSOSTICHUS SPP.),8
030493,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS SPP.,CARASSIUS SPP., CTENOPHARY-NGODON IDELLUS, HYPOPHTHALMICHTHYS SPP.,CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTO-BARBUS HOEVENI, MEGALOBRAMA SPP.), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)",6
03049300,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS SPP.,CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP.,CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTO-BARBUS HOEVENI, MEGALOBRAMA SPP.), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)",8
030494,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),6
03049400,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA),8
030495,"FISH OF THE FAMILIES (BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE,) OTHER THAN ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)",6
03049500,"FISH OF THE FAMILIES (BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE,) OTHER THAN ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)",8
